1,801A,54,802,Down
2,,,801,
3,803A,54,801,Down
4,805A,54,801,Down
5,807A,55,801,Down
6,809A,55,801,Down
7,811A,55,801,Down
8,813A,55,801,Down
9,815A,55,801,Down
10,817A,55,801,Down
11,816A,55,801,Up
12,814A,55,801,Up
13,812A,55,801,Up
14,810A,55,801,Up
15,808A,55,801,Up
16,806A,54,801,Up
17,804A,54,801,Up
18,802A,54,801,Up
